group,term,synonym,isWord,term_emoji
Сексуальні дії,Здійснювати / здійснити статевий акт,збити росу,0,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,зграндувати кобіту,0,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,зливатися / злитися в екстазі,0,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,їбати,1,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,єбати,1,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,їбнутися,1,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,їдрити,1,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,єдрити,1,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,їсти солонину,0,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,йобкати,1,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,кинути палку,0,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,вкинути палку,0,👉👌💦
Сексуальні дії,Здійснювати / здійснити статевий акт,поставити палку,0,👉👌💦
